,initial,postproc_data
189,"06.08.25
диск кук/сил под ячмень пу ""Кавказ"" - 325325/436346

внесен КАС под оз пш пу ""Центр"" - 25325/32523
отд 235/2323","06.08.25
дискование кукурузный силос под ячмень пу кавказ день 325325 от начала 436346

внесен кас под озимая пшеница пу центр день 25325 от начала 32523
отделение день 235 от начала 2323"
190,"8.5.25
2-е диск кук/з под кук/силос пу ""Центр"" - 2352/23523

диск ячмень под сою пу ""Центр"" - 2532/43634
отд 13 325/43623","8.5.25
второе дискование кукурузное зерно под кукурузный силос пу центр день 2352 от начала 23523

дискование ячмень под сою пу центр день 2532 от начала 43634
отделение 13 день 325 от начала 43623"
191,"выравнивание зяби под сою пу ""Север"" - 325/6433
отд 775 454/456","выравнивание зяби под сою пу север день 325 от начала 6433
отделение 775 день 454 от начала 456"
192,"15.8 Предп культ пу ""Север"" - 25345/3453
отд 2 3252/235

Выравн под сою пу ""Центр"" - 252235/2354
отд 8 2342/4334

сев сах св пу ""Рассвет"" - 325235/43623
отд 98 25345/3456","15.8 предпосевная культура пу север день 25345 от начала 3453
отделение 2 день 3252 от начала 235

выравнивание под сою пу центр день 252235 от начала 2354
отделение 8 день 2342 от начала 4334

посев сахарная свекла пу рассвет день 325235 от начала 43623
отделение 98 день 25345 от начала 3456"
193,"17.9 сев оз пшеницы пу ""Юг"" - 3223/2532
отд 42 254/235","17.9 посев озимая пшеницы пу юг день 3223 от начала 2532
отделение 42 день 254 от начала 235"
194,"16.02 выравн под кук/силос пу ""Юг"" - 132/2423
отд 18 4343/435","16.02 выравнивание под кукурузный силос пу юг день 132 от начала 2423
отделение 18 день 4343 от начала 435"
195,"19.08
выравн кук силос
попу 2534/5856
отд 4 277/833","19.08
выравнивание кукурузы силос
по пу день 2534 от начала 5856
отделение 4 день 277 от начала 833"
196,"выравн кук силос
попу 35/58445
отд 7 435/57567

довосходовое боронование подсолнечника
попу 436/6474
отд 8 24324/4646","выравнивание кукурузы силос
по пу день 35 от начала 58445
отделение 7 день 435 от начала 57567

довосходовое боронование подсолнечника
по пу день 436 от начала 6474
отделение 8 день 24324 от начала 4646"
197,"17.02
диск сах св
попу 4837/43523
отд 62 435/5332

18.03
диск кук силос
попу 423/46547
отд 73 2525/6575","17.02
дискование сахарная свекла
по пу день 4837 от начала 43523
отделение 62 день 435 от начала 5332

18.03
дискование кукурузы силос
по пу день 423 от начала 46547
отделение 73 день 2525 от начала 6575"
198,"довосходовое бронирование подсолнечника
попу 53453/34343
отд 3623/23495

2-е диск под сах св
попу 257/4343
отд 7 3286/23423
отд 83 245/23923","довосходовое бронирование подсолнечника
по пу день 53453 от начала 34343
отделение день 3623 от начала 23495

второе дискование под сахарная свекла
по пу день 257 от начала 4343
отделение 7 день 3286 от начала 23423
отделение 83 день 245 от начала 23923"
199,"14.8.25
прокатывание посевов кукурозного зерна
попу 32534/3434
отд 83 43576/4542

сев кук/силос
попу 24767/357665
отд 74 6885/5675","14.8.25
прокатывание посевов кукурозного зерна
по пу день 32534 от начала 3434
отделение 83 день 43576 от начала 4542

посев кукурузный силос
по пу день 24767 от начала 357665
отделение 74 день 6885 от начала 5675"
200,"сев кук/силос
попу 435/343
отд 34 43/343

Прокатывание посевов овса
попу 3223/3232
отд 24 43535/676243","посев кукурузный силос
по пу день 435 от начала 343
отделение 34 день 43 от начала 343

прокатывание посевов овса
по пу день 3223 от начала 3232
отделение 24 день 43535 от начала 676243"
201,"Колхоз прогресс
24.9
пахота сои под ячмень
день 26342
от начала 36343","колхоз прогресс
24.9
пахота сои под ячмень
день 26342
от начала 36343"
202,"АО Коропоткинское
8.3 сев озимый ячмень под оз пш","ао коропоткинское
8.3 посев озимый ячмень под озимая пш"
203,"Мир
12.8.76
пахота зяби под мн тр
день 23523
от начала 235232","мир
12.8.76
пахота зяби под многолетние травы
день 23523
от начала 235232"
204,"Мир
5.06.23
внесение мин удобрений под кук/силос
день 46765
от начала 567655

выравн под сах св
день 325325
от начала 25543","мир
5.06.23
внесение минеральные удобрений под кукурузный силос
день 46765
от начала 567655

выравнивание под сахарная свекла
день 325325
от начала 25543"
205,"АО Кропоткинское
6.6.21
сев кукурузного силоса
день 6533
от начала 5685

выравн под кук силос
день 56865
от начала 5865","ао кропоткинское
6.6.21
посев кукурузного силоса
день 6533
от начала 5685

выравнивание под кукурузы силос
день 56865
от начала 5865"
206,"Мир
15.7.27
посев подсолнечника 
день 456543
от начала 45654

выравг под кук силос
день 4666
от начала 454486

выравн под кук силос
день 5755
от начала 464647","мир
15.7.27
посев подсолнечника 
день 456543
от начала 45654

выравг под кукурузы силос
день 4666
от начала 454486

выравнивание под кукурузы силос
день 5755
от начала 464647"
207,"СП Коломейцево
23.4.26
диск кукукурузный силос под оз пш
день 457
от начала 5786

сев сах св
день 4774
от начала 68965","сп коломейцево
23.4.26
дискование кукукурузный силос под озимая пшеница
день 457
от начала 5786

посев сахарная свекла
день 4774
от начала 68965"
208,"Восход
28.7.24
прокатывание сах св
день 24223
от начала 2422","восход
28.7.24
прокатывание сахарная свекла
день 24223
от начала 2422"
209,"СП Коломейцево
6.4.23
диск оз пш под сах св
день 235235
от начала 5322","сп коломейцево
6.4.23
дискование озимая пшеница под сахарная свекла
день 235235
от начала 5322"
210,"Мир
выравн яч под сою
день 23532
от начала 2325

диск сах св
день 23532
от начала 2523","мир
выравнивание яч под сою
день 23532
от начала 2325

дискование сахарная свекла
день 23532
от начала 2523"
211,"Мир
диск под рапс
день 32523
от начала 43532","мир
дискование под рапс
день 32523
от начала 43532"
212,"Колхоз Прогресс
чизел под оз пш
день 25325
от начала 25894

Уборка пш под отц тр
день 43
от начала 12","колхоз прогресс
чизлование под озимая пшеница
день 25325
от начала 25894

уборка пшеница под отцовские травы травы
день 43
от начала 12"
213,"Мир
18.9.24
выравн силос
день 425346
от начала 3633

уборка пш под отц тр
день 324
от начала 2523

выкаш с св под отц тр
день 43633
от начала 45636","мир
18.9.24
выравнивание силос
день 425346
от начала 3633

уборка пшеница под отцовские травы травы
день 324
от начала 2523

выкашивание с свекла под отцовские травы травы
день 43633
от начала 45636"
214,"АОР
14.12.24
Чизлевание под сах св
день 32423
от начала 25323","аор
14.12.24
чизлевание под сахарная свекла
день 32423
от начала 25323"
215,"11.3
Мир
Выравн зяби под сах свеклу
день 130
от начала 232","11.3
мир
выравнивание зяби под сахарная свеклу
день 130
от начала 232"
216,"16.2
Восход
Пахота зяби под сою
день 4243
от начала 4243","16.2
восход
пахота зяби под сою
день 4243
от начала 4243"
217,"21.9
Восход
Пахота под кук/зерн
день 423
от начала 4353","21.9
восход
пахота под кукурузное зерно
день 423
от начала 4353"
218,"11.3
Восход
Выравнивание зяби под сах свеклу
день 43875
от начала 46384

Пахота под сою
день 42434
от начала 42434","11.3
восход
выравнивание зяби под сахарная свеклу
день 43875
от начала 46384

пахота под сою
день 42434
от начала 42434"
219,"18.03
Колхоз Прогресс
Пахота под сою
день 4353
от начада 4224","18.03
колхоз прогресс
пахота под сою
день 4353
от начада 4224"
220,"18.5.25
Чизлевание под сою
пахота под сах св
день 2424
от начала 35353","18.5.25
чизлевание под сою
пахота под сахарная свекла
день 2424
от начала 35353"
221,"АО Кропоткинское
6.8.23
диск сах св
день 235235
от начала 5322","ао кропоткинское
6.8.23
дискование сахарная свекла
день 235235
от начала 5322"
222,"АО Кропоткинское
6.8.23
диск сах св
день 235235
от начала 5322","ао кропоткинское
6.8.23
дискование сахарная свекла
день 235235
от начала 5322"
223,"Восход
диск под рапс
день 32523
от начала 43532","восход
дискование под рапс
день 32523
от начала 43532"
224,"Восход
чизел под оз пш
день 25325
от начала 25894

Уборка пш под отц тр
день 43
от начала 12","восход
чизлование под озимая пшеница
день 25325
от начала 25894

уборка пшеница под отцовские травы травы
день 43
от начала 12"
225,"Колхоз прогресс
12.9.44
уборка пш под отц тр
день 425346
от начала 3633

выравн силос
день 324
от начала 2523

выкаш с св под отц тр
день 43633
от начала 45636","колхоз прогресс
12.9.44
уборка пшеница под отцовские травы травы
день 425346
от начала 3633

выравнивание силос
день 324
от начала 2523

выкашивание с свекла под отцовские травы травы
день 43633
от начала 45636"
226,"АОР
54.2.24
Чизлевание под сах св
день 32423
от начала 25323","аор
54.2.24
чизлевание под сахарная свекла
день 32423
от начала 25323"
227,"13.3
СП Коломейцево
Выравн сах св под сою
день 130
от начала 232","13.3
сп коломейцево
выравнивание сахарная свекла под сою
день 130
от начала 232"
228,"1.2
Мир
Пахота зяби под ячмень
день 4243
от начала 4243","1.2
мир
пахота зяби под ячмень
день 4243
от начала 4243"
229,"21.10
Восход
Пахота под кук/зерн
день 423
от начала 4353","21.10
восход
пахота под кукурузное зерно
день 423
от начала 4353"
230,"16.6
Восход
Чизлевание сои под сах свеклу
день 43875
от начала 46384

Пахота под сою
день 42434
от начала 42434","16.6
восход
чизлевание сои под сахарная свеклу
день 43875
от начала 46384

пахота под сою
день 42434
от начала 42434"
231,"24.07
ТСК
Пахота под сою
день 4353
от начада 4224","24.07
тск
пахота под сою
день 4353
от начада 4224"
232,"1.12.25
2-е диск под сою
пахота под сах св
день 2424
от начала 35353","1.12.25
второе дискование под сою
пахота под сахарная свекла
день 2424
от начала 35353"
233,"6.8.23
ТСК
диск сах св
9648 день
2768 от начала","6.8.23
тск
дискование сахарная свекла
9648 день
2768 от начала"
234,"Мир
выравн сои под ячмень
23532 день
2325 от начала

диск оз пш под сах св
23532 день
2523 от начала","мир
выравнивание сои под ячмень
23532 день
2325 от начала

дискование озимая пшеница под сахарная свекла
23532 день
2523 от начала"
235,"АО Кропоткинское
диск под рапс
435 день
43532 от начала","ао кропоткинское
дискование под рапс
435 день
43532 от начала"
236,"Колхоз прогресс
чизел под оз пш
25325 день
23463 от начала

Уборка пш под отц тр
345 день
1342 от начала","колхоз прогресс
чизлование под озимая пшеница
25325 день
23463 от начала

уборка пшеница под отцовские травы травы
345 день
1342 от начала"
237,"Колхоз прогресс
12.9.44
уборка пш под отц тр
425346 день
3633 от начала

выравн силос
324 день
2523 от начала

выкаш с св под отц тр
43633 день
45636 от начала","колхоз прогресс
12.9.44
уборка пшеница под отцовские травы травы
425346 день
3633 от начала

выравнивание силос
324 день
2523 от начала

выкашивание с свекла под отцовские травы травы
43633 день
45636 от начала"
238,"54.2.24
АОР
Чизлевание под сах св
32423 день
25323 от начала","54.2.24
аор
чизлевание под сахарная свекла
32423 день
25323 от начала"
239,"13.3
Восход
Выравн сах св под сою
130 день
232 от начала

Выкаш сах св под отц тр
130 день
232 от начала","13.3
восход
выравнивание сахарная свекла под сою
130 день
232 от начала

выкашивание сахарная свекла под отцовские травы травы
130 день
232 от начала"
240,"Мир
1.2
Пахота зяби под ячмень
4243 день
4243 от начала","мир
1.2
пахота зяби под ячмень
4243 день
4243 от начала"
241,"21.10
Восход
Пахота под кук/зерн
423 день
4353 от начала","21.10
восход
пахота под кукурузное зерно
423 день
4353 от начала"
242,"16.6
Восход
Чизлевание сои под сах свеклу
43875 день
46384 от начала

Пахота под сою
42434 день
42434 от начала","16.6
восход
чизлевание сои под сахарная свеклу
43875 день
46384 от начала

пахота под сою
42434 день
42434 от начала"
243,"24.09
ТСК
Пахота под сою
4353 день
4224 от начала","24.09
тск
пахота под сою
4353 день
4224 от начала"
244,"1.11.22
2-е диск под ячмень
пахота под сах св
2424 день
35353 от начала","1.11.22
второе дискование под ячмень
пахота под сахарная свекла
2424 день
35353 от начала"
245,"6.8.23
ТСК
диск сах св
9648 день
2768 от начала
вал 313/232","6.8.23
тск
дискование сахарная свекла
9648 день
2768 от начала
валовый день 313 от начала 232"
246,"Мир
выравн сои под ячмень
23532 день
2325 от начала
вал 242/4242

диск оз пш под сах св
23532 день
2523 от начала","мир
выравнивание сои под ячмень
23532 день
2325 от начала
валовый день 242 от начала 4242

дискование озимая пшеница под сахарная свекла
23532 день
2523 от начала"
247,"АО Кропоткинское
диск под рапс
435 день
43532 от начала
вал 43443/4334","ао кропоткинское
дискование под рапс
435 день
43532 от начала
валовый день 43443 от начала 4334"
248,"Колхоз прогресс
чизел под оз пш
25325 день
23463 от начала
вал 4243/343

Уборка пш под отц тр
345 день
1342 от начала
вал 3535/343","колхоз прогресс
чизлование под озимая пшеница
25325 день
23463 от начала
валовый день 4243 от начала 343

уборка пшеница под отцовские травы травы
345 день
1342 от начала
валовый день 3535 от начала 343"
249,"Колхоз прогресс
12.9.44
уборка пш под отц тр
425346 день
3633 от начала
вал 435/433

выравн силос
324 день
2523 от начала
вал 53546/3434

выкаш с св под отц тр
43633 день
45636 от начала","колхоз прогресс
12.9.44
уборка пшеница под отцовские травы травы
425346 день
3633 от начала
валовый день 435 от начала 433

выравнивание силос
324 день
2523 от начала
валовый день 53546 от начала 3434

выкашивание с свекла под отцовские травы травы
43633 день
45636 от начала"
250,"54.2.24
АОР
Чизлевание под сах св
32423 день
25323 от начала
вал 53535/3534","54.2.24
аор
чизлевание под сахарная свекла
32423 день
25323 от начала
валовый день 53535 от начала 3534"
251,"13.3
Восход
Выравн сах св под сою
130 день
232 от начала

Выкаш сах св под отц тр
130 день
232 от начала
вал 54656/334","13.3
восход
выравнивание сахарная свекла под сою
130 день
232 от начала

выкашивание сахарная свекла под отцовские травы травы
130 день
232 от начала
валовый день 54656 от начала 334"
252,"Мир
1.2
Пахота зяби под ячмень
4243 день
4243 от начала
вал 435333","мир
1.2
пахота зяби под ячмень
4243 день
4243 от начала
валовый 435333"
253,"21.10
Восход
Пахота под кук/зерн
423 день
4353 от начала
вал 435345/5353434","21.10
восход
пахота под кукурузное зерно
423 день
4353 от начала
валовый день 435345 от начала 5353434"
254,"16.6
Восход
Чизлевание сои под сах свеклу
43875 день
46384 от начала
вал 43535/23234

Пахота под сою
42434 день
42434 от начала
вал 53545/4342","16.6
восход
чизлевание сои под сахарная свеклу
43875 день
46384 от начала
валовый день 43535 от начала 23234

пахота под сою
42434 день
42434 от начала
валовый день 53545 от начала 4342"
255,"24.09
ТСК
Пахота под сою
4353 день
4224 от начала
вал 4354/3434","24.09
тск
пахота под сою
4353 день
4224 от начала
валовый день 4354 от начала 3434"
256,"1.11.22
2-е диск под ячмень
пахота под сах св
2424 день
35353 от начала
вал 54757/34534","1.11.22
второе дискование под ячмень
пахота под сахарная свекла
2424 день
35353 от начала
валовый день 54757 от начала 34534"
257,"сев кук/силос
попу 435/343
отд 34 43/343
вал 43534/34534

Прокатывание посевов овса
попу 3223/3232
отд 24 43535/676243
вал 4363/35344","посев кукурузный силос
по пу день 435 от начала 343
отделение 34 день 43 от начала 343
валовый день 43534 от начала 34534

прокатывание посевов овса
по пу день 3223 от начала 3232
отделение 24 день 43535 от начала 676243
валовый день 4363 от начала 35344"
258,"14.8.25
прокатывание посевов кукурозного зерна
попу 32534/3434
отд 83 43576/4542
вал 435435/3534

18.09.25 сев кук/силос
попу 24767/357665
отд 74 6885/5675
вал 4334/433","14.8.25
прокатывание посевов кукурозного зерна
по пу день 32534 от начала 3434
отделение 83 день 43576 от начала 4542
валовый день 435435 от начала 3534

18.09.25 посев кукурузный силос
по пу день 24767 от начала 357665
отделение 74 день 6885 от начала 5675
валовый день 4334 от начала 433"
259,"СП Коломейцево
18.09
варванивание зяби под сах свеклу
день 245
от начала 25325
вал 34534/433","сп коломейцево
18.09
варванивание зяби под сахарная свеклу
день 245
от начала 25325
валовый день 34534 от начала 433"
260,"Рассвет
18.04.24
культивация сах св 121/434/98%
предпосевная культивация под сах св 23/232/75%
вал 4334/4343","рассвет
18.04.24
культивация сахарная свекла день 121 от начала 434 98 
предпосевная культивация под сахарная свекла день 23 от начала 232 75 
валовый день 4334 от начала 4343"
261,"выравн силос
попу 43535/345
отд 5 42324/23
вал 543/435

выкаш отц форм
попу 2432/324
отд 4 43543/3434
отд 4 353/343
вал 34543/232","выравнивание силос
по пу день 43535 от начала 345
отделение 5 день 42324 от начала 23
валовый день 543 от начала 435

выкашивание отцовские травы формирование
по пу день 2432 от начала 324
отделение 4 день 43543 от начала 3434
отделение 4 день 353 от начала 343
валовый день 34543 от начала 232"
262,"5.4.21
выравн под кук силос
попу 43443/353
отд 5 434/434
отд 4 433/4534
вал 34543/435
попу 2342/234
отд 78 433/3534
вал 4543/334","5.4.21
выравнивание под кукурузы силос
по пу день 43443 от начала 353
отделение 5 день 434 от начала 434
отделение 4 день 433 от начала 4534
валовый день 34543 от начала 435
по пу день 2342 от начала 234
отделение 78 день 433 от начала 3534
валовый день 4543 от начала 334"
263,"внесение минеральных удобрений под оз пш
попу 5353/3535
отд 54 57/43433
вал 4534/3453

2-е диск сах/свекл
попу 4353/5343
отд 42 2443/4333
вал 43534/4343","внесение минеральных удобрений под озимая пшеница
по пу день 5353 от начала 3535
отделение 54 день 57 от начала 43433
валовый день 4534 от начала 3453

второе дискование сахарная свекла
по пу день 4353 от начала 5343
отделение 42 день 2443 от начала 4333
валовый день 43534 от начала 4343"
264,"сев сах свекл
попу 546/454
отд 7 76/668
вал 4543/3434

культивация сах свекл
попу 43/8686
отд 9 434/7676
вал 435354/43534","посев сахарная свеклы
по пу день 546 от начала 454
отделение 7 день 76 от начала 668
валовый день 4543 от начала 3434

культивация сахарная свеклы
по пу день 43 от начала 8686
отделение 9 день 434 от начала 7676
валовый день 435354 от начала 43534"
265,"посев подсолнкчника
попу 678/544
отд 8 535/343
отд 9 443/4343
вал 435/3453","посев подсолнкчника
по пу день 678 от начала 544
отделение 8 день 535 от начала 343
отделение 9 день 443 от начала 4343
валовый день 435 от начала 3453"
266,"дисков сои под силос
попу 4222/232
отд 4 22/232

пахота сои под оз пш
попу 4242/242
отд 3 232/2424
вал 4534/3434","дискование сои под силос
по пу день 4222 от начала 232
отделение 4 день 22 от начала 232

пахота сои под озимая пшеница
по пу день 4242 от начала 242
отделение 3 день 232 от начала 2424
валовый день 4534 от начала 3434"
267,"8.3 сев ячмень под озимый ячмень
попу 4353/3435
отд 81 243/2323
отд 27 3242/232

внесение гербицидов под оз пш
попу 4242/2342
отд 4 3244/3434
отд 31 195/542
вал 34543/3434","8.3 посев ячмень под озимый ячмень
по пу день 4353 от начала 3435
отделение 81 день 243 от начала 2323
отделение 27 день 3242 от начала 232

внесение гербицидов под озимая пшеница
по пу день 4242 от начала 2342
отделение 4 день 3244 от начала 3434
отделение 31 день 195 от начала 542
валовый день 34543 от начала 3434"
268,"23.03 пахота зяби под сою
попу 242/2323
отд 23 323/232
отд 24 232/3232
вал 43534","23.03 пахота зяби под сою
по пу день 242 от начала 2323
отделение 23 день 323 от начала 232
отделение 24 день 232 от начала 3232
валовый 43534"
269,"4.3
посев с св под оз пш
попу 3435/3433
отд 33 344/343
вал 435343

пахота ячмень под кук силос
попу 4774/4343
отд 43 433/4343
отд 7 33/343
вал 3543

внесение гербицидоа под оз пш
попу 433/433
отд 78 323/252
отд 4 4334/433
вал 43543","4.3
посев с свекла под озимая пшеница
по пу день 3435 от начала 3433
отделение 33 день 344 от начала 343
валовый 435343

пахота ячмень под кукурузы силос
по пу день 4774 от начала 4343
отделение 43 день 433 от начала 4343
отделение 7 день 33 от начала 343
валовый 3543

внесение гербицидоа под озимая пшеница
по пу день 433 от начала 433
отделение 78 день 323 от начала 252
отделение 4 день 4334 от начала 433
валовый 43543"
270,"внесение мин удобрений под силос
попу 423564/9875
отд 45 343/563
вал 34534/343

пахота под сах св
попу 4354/35345
отд 4355/2426
вал 4534/3453

внесен кас под кук силос
попу 23223/25252
отд 85 25/232
вал 43534/343","внесение минеральные удобрений под силос
по пу день 423564 от начала 9875
отделение 45 день 343 от начала 563
валовый день 34534 от начала 343

пахота под сахарная свекла
по пу день 4354 от начала 35345
отделение день 4355 от начала 2426
валовый день 4534 от начала 3453

внесен кас под кукурузы силос
по пу день 23223 от начала 25252
отделение 85 день 25 от начала 232
валовый день 43534 от начала 343"
271,"Выравн под оз пш
по пу 54/334
Отд 13 14/544
отд 15 12/121
вал 54378/565
диск пш под сах свекла
по пу 653/232
отд 22 12/442
отд 23 43/434","выравнивание под озимая пшеница
по пу день 54 от начала 334
отделение 13 день 14 от начала 544
отделение 15 день 12 от начала 121
валовый день 54378 от начала 565
дискование пшеница под сахарная свекла
по пу день 653 от начала 232
отделение 22 день 12 от начала 442
отделение 23 день 43 от начала 434"
272,"17.9 сев оз пшеницы пу Юг - 3223/2532
отд 42 254/235
вал 43/23523","17.9 посев озимая пшеницы пу юг день 3223 от начала 2532
отделение 42 день 254 от начала 235
валовый день 43 от начала 23523"
273,"16.02 выравн под кук/силос пу Юг - 132/2423
отд 18 4343/435
вал 43543/43534","16.02 выравнивание под кукурузный силос пу юг день 132 от начала 2423
отделение 18 день 4343 от начала 435
валовый день 43543 от начала 43534"
274,"19.08
выравн кук силос
попу 2534/5856
отд 4 277/833
вал 3436/786","19.08
выравнивание кукурузы силос
по пу день 2534 от начала 5856
отделение 4 день 277 от начала 833
валовый день 3436 от начала 786"
275,"15.8 Предп культ пу Север - 25345/3453
отд 2 3252/235
вал 36346/345

Выравн под сою пу Центр - 252235/2354
отд 8 2342/4334
вал 346546/3453

сев сах св пу Рассвет - 325235/43623
отд 98 25345/3456
вал 3634/343","15.8 предпосевная культура пу север день 25345 от начала 3453
отделение 2 день 3252 от начала 235
валовый день 36346 от начала 345

выравнивание под сою пу центр день 252235 от начала 2354
отделение 8 день 2342 от начала 4334
валовый день 346546 от начала 3453

посев сахарная свекла пу рассвет день 325235 от начала 43623
отделение 98 день 25345 от начала 3456
валовый день 3634 от начала 343"
276,"Пахота под сах св
По Пу 50/379
Отд 12 36/240
Отд 16 14/79
вал 34436/3434

Чизел под оз ячмень
По Пу 60/588
Отд 11 60/190
вал 34534

2-е диск под сах св
По Пу 130/1393
Отд 17 130/130
вал 346346

Диск кук силос
По Пу 207/857
Отд 11 66/199
Отд 12 141/289
вал 34634/3463

Диск оз пшеницы 
По Пу 57/8743
Отд 17 57/1999
вал 43435/3534

Выкаш отц форм под/г
Отд 12 2/24
вал 3453/34534

Прикат под оз ячмень
По Пу 60/458
Отд 11 60/60
вал 353/4334","пахота под сахарная свекла
по пу день 50 от начала 379
отделение 12 день 36 от начала 240
отделение 16 день 14 от начала 79
валовый день 34436 от начала 3434

чизлование под озимая ячмень
по пу день 60 от начала 588
отделение 11 день 60 от начала 190
валовый 34534

второе дискование под сахарная свекла
по пу день 130 от начала 1393
отделение 17 день 130 от начала 130
валовый 346346

дискование кукурузы силос
по пу день 207 от начала 857
отделение 11 день 66 от начала 199
отделение 12 день 141 от начала 289
валовый день 34634 от начала 3463

дискование озимая пшеницы 
по пу день 57 от начала 8743
отделение 17 день 57 от начала 1999
валовый день 43435 от начала 3534

выкашивание отцовские травы формирование подготовка грунта
отделение 12 день 2 от начала 24
валовый день 3453 от начала 34534

прикат под озимая ячмень
по пу день 60 от начала 458
отделение 11 день 60 от начала 60
валовый день 353 от начала 4334"
277,"ПУ «ЮГ» 2.03

Выравнивание зяби под сах св
По ПУ 105/2527
Отделение 11 30/674
Отделение 17 75/588
вал 34345/34534

Выравнивание зяби под кук/зерно 
По ПУ 40/571
Отделение 12 40/412
вал 436436/987

Выравнивание зяби по кук/силос
По ПУ 62/232
Отделение 11 23/23
Отделение 17 39/39
вал 3443/3434

Выравнивание зяби под сою 
По ПУ 72/354
Отделение 16 72/289
вал 34534

Сев овса 
По ПУ 5/5
Отделение 11 5/5
вал 3563623

Прокатывание посевов овса 
По ПУ 5/5
Отделение 5/5
вал 36268","пу юг 2.03

выравнивание зяби под сахарная свекла
по пу день 105 от начала 2527
отделение 11 день 30 от начала 674
отделение 17 день 75 от начала 588
валовый день 34345 от начала 34534

выравнивание зяби под кукурузное зерно 
по пу день 40 от начала 571
отделение 12 день 40 от начала 412
валовый день 436436 от начала 987

выравнивание зяби по кукурузный силос
по пу день 62 от начала 232
отделение 11 день 23 от начала 23
отделение 17 день 39 от начала 39
валовый день 3443 от начала 3434

выравнивание зяби под сою 
по пу день 72 от начала 354
отделение 16 день 72 от начала 289
валовый 34534

посев овса 
по пу день 5 от начала 5
отделение 11 день 5 от начала 5
валовый 3563623

прокатывание посевов овса 
по пу день 5 от начала 5
отделение день 5 от начала 5
валовый 36268"
278,"Вырав под сою
ПоПу 24/1481
Отд 11 24/712
вал 435435/3453
Предп культ под сах св
ПоПу 369/2656
Отд 11 156/639
Отд 12 48/795
Отд 17 163/751
вал 34646/343
Сев сах св
ПоПу 355/2287
Отд 11 80/481
Отд 12 133/659
Отд 17 142/678
вал 43634/33","выравнивание под сою
по пу день 24 от начала 1481
отделение 11 день 24 от начала 712
валовый день 435435 от начала 3453
предпосевная культура под сахарная свекла
по пу день 369 от начала 2656
отделение 11 день 156 от начала 639
отделение 12 день 48 от начала 795
отделение 17 день 163 от начала 751
валовый день 34646 от начала 343
посев сахарная свекла
по пу день 355 от начала 2287
отделение 11 день 80 от начала 481
отделение 12 день 133 от начала 659
отделение 17 день 142 от начала 678
валовый день 43634 от начала 33"
279,"Выравн зяби под сою
ПоПу 18/1515
Отд 11 18/746
вал 3463/8865
Предп культ под сах св
ПоПу 175//2881
Отд 11 45/734
Отд 17 130/881
вал 3864/65645
Сев сах св
ПоПу 333/2711
Отд 11 113/615
Отд 12 91/795
Отд 17 129/832
вал 63497/9766
Предп культ под подсо
Отд 16 90/90
вал 346989/3453","выравнивание зяби под сою
по пу день 18 от начала 1515
отделение 11 день 18 от начала 746
валовый день 3463 от начала 8865
предпосевная культура под сахарная свекла
по пу 175 2881
отделение 11 день 45 от начала 734
отделение 17 день 130 от начала 881
валовый день 3864 от начала 65645
посев сахарная свекла
по пу день 333 от начала 2711
отделение 11 день 113 от начала 615
отделение 12 день 91 от начала 795
отделение 17 день 129 от начала 832
валовый день 63497 от начала 9766
предпосевная культура под подсо
отделение 16 день 90 от начала 90
валовый день 346989 от начала 3453"
280,"Выравн под сою
ПоПу 53/1441
Отд 11 23/672
Отд 12 30/251
вал 436/6334
Выравн под кук силос
ПоПу 6/871
Отд 11 6/401
вал 4534/433
Предп культ под сах св
ПоПу 22/406
Отд 11 20/67
Отд 12 2/106
вал 543/3433
Сев сах св
ПоПу 15/122
Отд 11 5/5
Отд 16 10/88","выравнивание под сою
по пу день 53 от начала 1441
отделение 11 день 23 от начала 672
отделение 12 день 30 от начала 251
валовый день 436 от начала 6334
выравнивание под кукурузы силос
по пу день 6 от начала 871
отделение 11 день 6 от начала 401
валовый день 4534 от начала 433
предпосевная культура под сахарная свекла
по пу день 22 от начала 406
отделение 11 день 20 от начала 67
отделение 12 день 2 от начала 106
валовый день 543 от начала 3433
посев сахарная свекла
по пу день 15 от начала 122
отделение 11 день 5 от начала 5
отделение 16 день 10 от начала 88"
281,"Выравн под сою
ПоПу 118/1388
Отд 11 51/649
Отд 12 67/221
вал 34534/767
Выравн под кук зерно
ПоПу 25/906
Отд 12 25/437
вал 34634/34534
Предп культ под сах св
ПоПу 265/384
Отд 11 47/47
Отд 12 65/104
Отд 16 103/183
Отд 17 50/50
вал 4363/34534
Сев сах свеклы
ПоПу 107/107
Отд 12 29/29
Отд 16 78/78
вал 36/8778","выравнивание под сою
по пу день 118 от начала 1388
отделение 11 день 51 от начала 649
отделение 12 день 67 от начала 221
валовый день 34534 от начала 767
выравнивание под кукурузы зерно
по пу день 25 от начала 906
отделение 12 день 25 от начала 437
валовый день 34634 от начала 34534
предпосевная культура под сахарная свекла
по пу день 265 от начала 384
отделение 11 день 47 от начала 47
отделение 12 день 65 от начала 104
отделение 16 день 103 от начала 183
отделение 17 день 50 от начала 50
валовый день 4363 от начала 34534
посев сахарная свеклы
по пу день 107 от начала 107
отделение 12 день 29 от начала 29
отделение 16 день 78 от начала 78
валовый день 36 от начала 8778"
